UNIT;PLANT;COMPANY;MW;YEAR;FUEL;CITY;STATE;COUNTRY;CEC_PLANT_CODE;CEC_UNIT_CODE;COMMENT
TIANSHENGGAN 11;TIANSHENGGAN;NANTONG TIANSHENGGANG POWER CO;137.5;1996;COAL;Xicheng Dist - Nantong City;Jiangsu;CHINA;NA;NA;
TIANSHENGGAN 12;TIANSHENGGAN;NANTONG TIANSHENGGANG POWER CO;330;2005;COAL;Xicheng Dist - Nantong City;Jiangsu;CHINA;32013;1;
TIANSHENGGAN 13;TIANSHENGGAN;NANTONG TIANSHENGGANG POWER CO;330;2005;COAL;Xicheng Dist - Nantong City;Jiangsu;CHINA;32013;2;
TIANYE 01;TIANYE;XINJIANG TIANYE GROUP CO LTD;25;NA;COAL;Shihezi City;Xinjiang;CHINA;NA;NA;
TIANYE 02;TIANYE;XINJIANG TIANYE GROUP CO LTD;25;NA;COAL;Shihezi City;Xinjiang;CHINA;NA;NA;
TIANYE 03;TIANYE;XINJIANG TIANYE GROUP CO LTD;25;NA;COAL;Shihezi City;Xinjiang;CHINA;NA;NA;
TIANYE 04;TIANYE;XINJIANG TIANYE GROUP CO LTD;25;NA;COAL;Shihezi City;Xinjiang;CHINA;NA;NA;
TIANYE 05;TIANYE;XINJIANG TIANYE GROUP CO LTD;50;NA;COAL;Shihezi City;Xinjiang;CHINA;NA;NA;
TIANYE 06;TIANYE;XINJIANG TIANYE GROUP CO LTD;300;2010;COAL;Shihezi City;Xinjiang;CHINA;NA;NA;
TIANYE 07;TIANYE;XINJIANG TIANYE GROUP CO LTD;300;2011;COAL;Shihezi City;Xinjiang;CHINA;NA;NA;
TIANYUAN SHANDONG 1;TIANYUAN SHANDONG;SHANDONG TIANYUAN THERMOELEC;300;2012;COAL;Huantai County - Zibo City;Shandong;CHINA;NA;NA;
TIANYUAN SHANDONG 2;TIANYUAN SHANDONG;SHANDONG TIANYUAN THERMOELEC;300;2012;COAL;Huantai County - Zibo City;Shandong;CHINA;NA;NA;
TIECHANGGOU 1;TIECHANGGOU;CHINA NATL ENERGY INVEST GROUP;12;1988;COAL;Tacheng Prefecture - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
TIECHANGGOU 2;TIECHANGGOU;CHINA NATL ENERGY INVEST GROUP;12;1988;COAL;Tacheng Prefecture - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
TIECHANGGOU 3;TIECHANGGOU;CHINA NATL ENERGY INVEST GROUP;50;2009;COAL;Tacheng Prefecture - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
TIELING 1;TIELING;CHINA HUADIAN GROUP CORP;300;1993;COAL;Tieling City;Liaoning;CHINA;21024;1;
TIELING 2;TIELING;CHINA HUADIAN GROUP CORP;300;1993;COAL;Tieling City;Liaoning;CHINA;21024;2;
TIELING 3;TIELING;CHINA HUADIAN GROUP CORP;300;1996;COAL;Tieling City;Liaoning;CHINA;21024;3;
TIELING 4;TIELING;CHINA HUADIAN GROUP CORP;300;1997;COAL;Tieling City;Liaoning;CHINA;21024;4;
TIELING 5;TIELING;CHINA HUADIAN GROUP CORP;660;2008;COAL;Tieling City;Liaoning;CHINA;21024;5;only in newer versions of database - https://wenku.baidu.com/view/0abea8586d175f0e7cd184254b35eefdc8d3152d.html
TIELING 6;TIELING;CHINA HUADIAN GROUP CORP;660;2008;COAL;Tieling City;Liaoning;CHINA;21024;6;only in newer versions of database - https://wenku.baidu.com/view/0abea8586d175f0e7cd184254b35eefdc8d3152d.html
TOKSUN MAHATMA 1;TOKSUN MAHATMA;XINJIANG MAHATMA ENERGY CO LTD;300;2013;COAL;Toksun County - Turpan Prefecture;Xinjiang;CHINA;NA;NA;
TOKSUN MAHATMA 2;TOKSUN MAHATMA;XINJIANG MAHATMA ENERGY CO LTD;300;2013;COAL;Toksun County - Turpan Prefecture;Xinjiang;CHINA;NA;NA;
TONGCHUAN 1;TONGCHUAN;SHAANXI TONGCHUAN ALUMINUM CO;25;2007;COAL;Tongchuan City;Shaanxi;CHINA;NA;NA;
TONGCHUAN 2;TONGCHUAN;SHAANXI TONGCHUAN ALUMINUM CO;25;2007;COAL;Tongchuan City;Shaanxi;CHINA;NA;NA;
TONGFA XUANGANG 1;TONGFA XUANGANG;DATONG COAL MINE GROUP CO LTD;660;2010;COAL;Yuanping County - Xinahou City;Shanxi;CHINA;NA;NA;
TONGFA XUANGANG 2;TONGFA XUANGANG;DATONG COAL MINE GROUP CO LTD;660;2010;COAL;Yuanping County - Xinahou City;Shanxi;CHINA;NA;NA;
TONGFA XUANGANG 3;TONGFA XUANGANG;DATONG COAL MINE GROUP CO LTD;660;NA;COAL;Yuanping County - Xinahou City;Shanxi;CHINA;NA;NA;
TONGFA XUANGANG 4;TONGFA XUANGANG;DATONG COAL MINE GROUP CO LTD;660;NA;COAL;Yuanping County - Xinahou City;Shanxi;CHINA;NA;NA;
TONGLIAO 1;TONGLIAO;CHINA POWER INVESTMENT CORP;200;1985;COAL;Tongliao City;Inner Mongolia;CHINA;NA;NA;
TONGLIAO 2;TONGLIAO;CHINA POWER INVESTMENT CORP;200;1985;COAL;Tongliao City;Inner Mongolia;CHINA;NA;NA;
TONGLIAO 3;TONGLIAO;CHINA POWER INVESTMENT CORP;200;1989;COAL;Tongliao City;Inner Mongolia;CHINA;NA;NA;
TONGLIAO 4;TONGLIAO;CHINA POWER INVESTMENT CORP;200;1990;COAL;Tongliao City;Inner Mongolia;CHINA;NA;NA;
TONGLIAO 5;TONGLIAO;CHINA POWER INVESTMENT CORP;200;1997;COAL;Tongliao City;Inner Mongolia;CHINA;NA;NA;
TONGLIAO 6;TONGLIAO;CHINA POWER INVESTMENT CORP;200;1997;COAL;Tongliao City;Inner Mongolia;CHINA;NA;NA;
TONGLIAO 7;TONGLIAO;CHINA POWER INVESTMENT CORP;600;2006;COAL;Tongliao City;Inner Mongolia;CHINA;NA;NA;
TONGLIAO 8;TONGLIAO;CHINA POWER INVESTMENT CORP;135;2006;COAL;Tongliao City;Inner Mongolia;CHINA;NA;NA;
TONGLIAO 9;TONGLIAO;CHINA POWER INVESTMENT CORP;135;2006;COAL;Tongliao City;Inner Mongolia;CHINA;NA;NA;
TONGLIAO HUOLINHE 5;TONGLIAO HUOLINHE;TONGLIAO HUOLINHE POWER GEN CO;300;2009;COAL;Holingol County - Tongliao City;Inner Mongolia;CHINA;NA;NA;
TONGLIAO HUOLINHE 6;TONGLIAO HUOLINHE;TONGLIAO HUOLINHE POWER GEN CO;300;2009;COAL;Holingol County - Tongliao City;Inner Mongolia;CHINA;NA;NA;
TONGLING WANNENG-1 NO 1;TONGLING WANNENG;WENERGY-ANHUI PROV ENERGY;125;1989;COAL;Tongling City;Anhui;CHINA;NA;NA;
TONGLING WANNENG-1 NO 2;TONGLING WANNENG;WENERGY-ANHUI PROV ENERGY;125;1990;COAL;Tongling City;Anhui;CHINA;NA;NA;
TONGLING WANNENG-2 NO 1;TONGLING WANNENG;WENERGY-ANHUI PROV ENERGY;300;1998;COAL;Tongling City;Anhui;CHINA;34006;3;assumption based on correct numbering of later units
TONGLING WANNENG-2 NO 2;TONGLING WANNENG;WENERGY-ANHUI PROV ENERGY;300;1999;COAL;Tongling City;Anhui;CHINA;34006;4;assumption based on correct numbering of later units
TONGLING WANNENG-3 NO 1;TONGLING WANNENG;WENERGY-ANHUI PROV ENERGY;1000;2011;COAL;Tongling City;Anhui;CHINA;34006;5;
TONGLING WENERGY-1 NO 1;TONGLING WENERGY-1;WENERGY-ANHUI PROV ENERGY;12;1951;COAL;Tongling City;Anhui;CHINA;NA;NA;
TONGLING WENERGY-1 NO 2;TONGLING WENERGY-1;WENERGY-ANHUI PROV ENERGY;25;NA;COAL;Tongling City;Anhui;CHINA;NA;NA;
TONGXIANG 1;TONGXIANG;TONGXIANG TIES HEAT & POWER;12;NA;COAL;Tongxiang County - Jiaxing City;Zhejiang;CHINA;NA;NA;
TONGXIANG 2;TONGXIANG;TONGXIANG TIES HEAT & POWER;12;NA;COAL;Tongxiang County - Jiaxing City;Zhejiang;CHINA;NA;NA;
TONGZHOU 1;TONGZHOU;CGN MEIYA POWER HOLDING CO;15;1999;COAL;Tongzhou Dist - Nantong City;Jiangsu;CHINA;NA;NA;
TONGZHOU 2;TONGZHOU;CGN MEIYA POWER HOLDING CO;15;1999;COAL;Tongzhou Dist - Nantong City;Jiangsu;CHINA;NA;NA;
TONGZI 1;TONGZI;GUIZHOU WUJIANG HYDRO DEV CO;600;2012;COAL;Tongzi Couty - Zunyi City;Guizhou;CHINA;NA;NA;
TONGZI 2;TONGZI;GUIZHOU WUJIANG HYDRO DEV CO;600;2012;COAL;Tongzi Couty - Zunyi City;Guizhou;CHINA;NA;NA;
TUENMUNWU 1;TUENMUNWU;SHANDONG PROVINCE PRISON ADMIN;26;1990;COAL;Tengzhou County - Zaozhuang City;Shandong;CHINA;NA;NA;
TUENMUNWU 2;TUENMUNWU;SHANDONG PROVINCE PRISON ADMIN;55;1997;COAL;Tengzhou County - Zaozhuang City;Shandong;CHINA;NA;NA;
TUENMUNWU 3;TUENMUNWU;SHANDONG PROVINCE PRISON ADMIN;60;2002;COAL;Tengzhou County - Zaozhuang City;Shandong;CHINA;NA;NA;
TUOKETUO-I NO 1;TUOKETUO;DATANG INTL POWER GEN CO;600;2003;COAL;Tuoketuo County - Hohhot City;Inner Mongolia;CHINA;15027;1;
TUOKETUO-I NO 2;TUOKETUO;DATANG INTL POWER GEN CO;600;2003;COAL;Tuoketuo County - Hohhot City;Inner Mongolia;CHINA;15027;2;
TUOKETUO-II NO 1;TUOKETUO;DATANG INTL POWER GEN CO;600;2004;COAL;Tuoketuo County - Hohhot City;Inner Mongolia;CHINA;15027;3;
TUOKETUO-II NO 2;TUOKETUO;DATANG INTL POWER GEN CO;600;2004;COAL;Tuoketuo County - Hohhot City;Inner Mongolia;CHINA;15027;4;
TUOKETUO-III NO 1;TUOKETUO;DATANG INTL POWER GEN CO;600;2005;COAL;Tuoketuo County - Hohhot City;Inner Mongolia;CHINA;15027;5;
TUOKETUO-III NO 2;TUOKETUO;DATANG INTL POWER GEN CO;600;2005;COAL;Tuoketuo County - Hohhot City;Inner Mongolia;CHINA;15027;6;
TUOKETUO-IV NO 1;TUOKETUO;DATANG INTL POWER GEN CO;600;2006;COAL;Tuoketuo County - Hohhot City;Inner Mongolia;CHINA;NA;NA;
TUOKETUO-IV NO 2;TUOKETUO;DATANG INTL POWER GEN CO;600;2006;COAL;Tuoketuo County - Hohhot City;Inner Mongolia;CHINA;NA;NA;
TUOKETUO-IV NO 3;TUOKETUO;DATANG INTL POWER GEN CO;300;2007;COAL;Tuoketuo County - Hohhot City;Inner Mongolia;CHINA;NA;NA;
TUOKETUO-IV NO 4;TUOKETUO;DATANG INTL POWER GEN CO;300;2007;COAL;Tuoketuo County - Hohhot City;Inner Mongolia;CHINA;NA;NA;
TUOKETUO-V NO 1;TUOKETUO;DATANG INTL POWER GEN CO;660;2016;COAL;Tuoketuo County - Hohhot City;Inner Mongolia;CHINA;NA;NA;
TUOKETUO-V NO 2;TUOKETUO;DATANG INTL POWER GEN CO;660;2017;COAL;Tuoketuo County - Hohhot City;Inner Mongolia;CHINA;NA;NA;
ULANHOT XING'AN-1 NO 1;ULANHOT XING'AN;NORTH UNITED POWER CO LTD;12;NA;COAL;Ulan Hot - Xing'an League;Inner Mongolia;CHINA;NA;NA;
ULANHOT XING'AN-1 NO 2;ULANHOT XING'AN;NORTH UNITED POWER CO LTD;12;NA;COAL;Ulan Hot - Xing'an League;Inner Mongolia;CHINA;NA;NA;
ULANHOT XING'AN-1 NO 3;ULANHOT XING'AN;NORTH UNITED POWER CO LTD;12;NA;COAL;Ulan Hot - Xing'an League;Inner Mongolia;CHINA;NA;NA;
ULANHOT XING'AN-2 NO 1;ULANHOT XING'AN;NORTH UNITED POWER CO LTD;68;2008;COAL;Ulan Hot - Xing'an League;Inner Mongolia;CHINA;NA;NA;
ULANHOT XING'AN-2 NO 2;ULANHOT XING'AN;NORTH UNITED POWER CO LTD;68;2008;COAL;Ulan Hot - Xing'an League;Inner Mongolia;CHINA;NA;NA;
UPM CHANGSHU 1;UPM CHANGSHU;UPM CHANGSHU PAPER MILL;50;1999;COAL;Changshu City;Jiangsu;CHINA;NA;NA;
UPM CHANGSHU 2;UPM CHANGSHU;UPM CHANGSHU PAPER MILL;50;1999;COAL;Changshu City;Jiangsu;CHINA;NA;NA;
URASHAN 1;URASHAN;INNER MONGOLIA POW (GROUP) CO;50;1975;COAL;Wulate Qian Qi - Bayannur City;Inner Mongolia;CHINA;NA;NA;
URASHAN 2;URASHAN;INNER MONGOLIA POW (GROUP) CO;50;1975;COAL;Wulate Qian Qi - Bayannur City;Inner Mongolia;CHINA;NA;NA;
URASHAN 3;URASHAN;INNER MONGOLIA POW (GROUP) CO;50;1987;COAL;Wulate Qian Qi - Bayannur City;Inner Mongolia;CHINA;NA;NA;
URUMQI PETROCHEMICAL 1;URUMQI PETROCHEMICAL;PETROCHINA CO LTD;100;1997;COAL;Urumqi City;Xinjiang;CHINA;NA;NA;
WAIGAOQIAO-1 NO 1;WAIGAOQIAO;SHENERGY (GROUP) CO LTD;300;1995;COAL;Pudong District;Shanghai;CHINA;35007;1;
WAIGAOQIAO-1 NO 2;WAIGAOQIAO;SHENERGY (GROUP) CO LTD;300;1995;COAL;Pudong District;Shanghai;CHINA;35007;2;
WAIGAOQIAO-1 NO 3;WAIGAOQIAO;SHENERGY (GROUP) CO LTD;300;1996;COAL;Pudong District;Shanghai;CHINA;35007;3;
WAIGAOQIAO-1 NO 4;WAIGAOQIAO;SHENERGY (GROUP) CO LTD;300;1997;COAL;Pudong District;Shanghai;CHINA;35007;4;
WAIGAOQIAO-2 NO 1;WAIGAOQIAO;SHENERGY (GROUP) CO LTD;980;2004;COAL;Pudong District;Shanghai;CHINA;35009;5;
WAIGAOQIAO-2 NO 2;WAIGAOQIAO;SHENERGY (GROUP) CO LTD;980;2004;COAL;Pudong District;Shanghai;CHINA;35009;6;
WAIGAOQIAO-3 NO 1;WAIGAOQIAO;SHENERGY (GROUP) CO LTD;1000;2008;COAL;Pudong District;Shanghai;CHINA;35017;7;
WAIGAOQIAO-3 NO 2;WAIGAOQIAO;SHENERGY (GROUP) CO LTD;1000;2008;COAL;Pudong District;Shanghai;CHINA;35017;8;
WANFANG-2 NO 1;WANFANG-2;CHINA RESOURCES POWER HOLDINGS;135;2005;COAL;Jiazhou City;Henan;CHINA;NA;NA;
WANFANG-2 NO 2;WANFANG-2;CHINA RESOURCES POWER HOLDINGS;135;2005;COAL;Jiazhou City;Henan;CHINA;NA;NA;
WANGCHENG 1;WANGCHENG;ENGIE ENERGY INTERNATIONAL;350;NA;COAL;Changsha (Wangcheng);Hunan;CHINA;NA;NA;
WANGCHENG 2;WANGCHENG;ENGIE ENERGY INTERNATIONAL;350;NA;COAL;Changsha (Wangcheng);Hunan;CHINA;NA;NA;
WANGCHENG 3;WANGCHENG;ENGIE ENERGY INTERNATIONAL;350;NA;COAL;Changsha (Wangcheng);Hunan;CHINA;NA;NA;
WANGCHENG 4;WANGCHENG;ENGIE ENERGY INTERNATIONAL;350;NA;COAL;Changsha (Wangcheng);Hunan;CHINA;NA;NA;
WANGJIALING GANGUE 1;WANGJIALING GANGUE;SHANXI COAL TRANSP & SALES CO;350;NA;COAL;Baode County - Xinzhou City;Shanxi;CHINA;NA;NA;
WANGJIALING GANGUE 2;WANGJIALING GANGUE;SHANXI COAL TRANSP & SALES CO;350;NA;COAL;Baode County - Xinzhou City;Shanxi;CHINA;NA;NA;
WANGJIANGMEN 1;WANGJIANGMEN;ZHEJIANG PROV ENERGY GROUP CO;50;2002;COAL;Hangzhou City;Zhejiang;CHINA;NA;NA;
WANGJIANGMEN 2;WANGJIANGMEN;ZHEJIANG PROV ENERGY GROUP CO;50;2002;COAL;Hangzhou City;Zhejiang;CHINA;NA;NA;
WANGPING-1 NO 1;WANGPING;DATONG COAL MINE GROUP CO LTD;6;NA;COAL;Huairen County - Shuozhou City;Shanxi;CHINA;NA;NA;
WANGPING-1 NO 2;WANGPING;DATONG COAL MINE GROUP CO LTD;6;NA;COAL;Huairen County - Shuozhou City;Shanxi;CHINA;NA;NA;
WANGPING-2 NO 1;WANGPING;DATONG COAL MINE GROUP CO LTD;210;2011;COAL;Huairen County - Shuozhou City;Shanxi;CHINA;NA;NA;
WANGPING-2 NO 2;WANGPING;DATONG COAL MINE GROUP CO LTD;210;2011;COAL;Huairen County - Shuozhou City;Shanxi;CHINA;NA;NA;
WANGQU 1;WANGQU;SHANDONG LUNENG GROUP CO LTD;600;2005;COAL;Lucheng City;Shanxi;CHINA;14024;1;
WANGQU 2;WANGQU;SHANDONG LUNENG GROUP CO LTD;600;2005;COAL;Lucheng City;Shanxi;CHINA;14024;2;
WANGTING-1 NO 01;WANGTING;CHINA HUADIAN GROUP CORP;25;1958;COAL;Xiangcheng Dist - Suzhou City;Jiangsu;CHINA;NA;NA;
WANGTING-1 NO 02;WANGTING;CHINA HUADIAN GROUP CORP;25;1958;COAL;Xiangcheng Dist - Suzhou City;Jiangsu;CHINA;NA;NA;
WANGTING-1 NO 03;WANGTING;CHINA HUADIAN GROUP CORP;25;1958;COAL;Xiangcheng Dist - Suzhou City;Jiangsu;CHINA;NA;NA;
WANGTING-1 NO 04;WANGTING;CHINA HUADIAN GROUP CORP;25;1958;COAL;Xiangcheng Dist - Suzhou City;Jiangsu;CHINA;NA;NA;
WANGTING-1 NO 05;WANGTING;CHINA HUADIAN GROUP CORP;100;NA;COAL;Xiangcheng Dist - Suzhou City;Jiangsu;CHINA;NA;NA;
WANGTING-1 NO 06;WANGTING;CHINA HUADIAN GROUP CORP;100;NA;COAL;Xiangcheng Dist - Suzhou City;Jiangsu;CHINA;NA;NA;
WANGTING-1 NO 12;WANGTING;CHINA HUADIAN GROUP CORP;30;NA;COAL;Xiangcheng Dist - Suzhou City;Jiangsu;CHINA;NA;NA;
WANLI RUNDA 1;WANLI RUNDA;HEILONGJIANG WANLI RUNDA TPC;25;NA;COAL;Shuangyashan City;Heilongjiang;CHINA;NA;NA;
WANLI RUNDA 2;WANLI RUNDA;HEILONGJIANG WANLI RUNDA TPC;25;NA;COAL;Shuangyashan City;Heilongjiang;CHINA;NA;NA;
WANSHENG 1;WANSHENG;CHINA NATL ENERGY INVEST GROUP;300;2006;COAL;Guangba Town - Wansheng Dist;Chongqing;CHINA;NA;NA;
WANSHENG 2;WANSHENG;CHINA NATL ENERGY INVEST GROUP;300;2007;COAL;Guangba Town - Wansheng Dist;Chongqing;CHINA;NA;NA;
WANYUAN 1;WANYUAN;CHINA NATL ENERGY INVEST GROUP;300;2007;COAL;Wanyuan County - Dazhou Prefecture;Sichuan;CHINA;NA;NA;
WANYUAN 2;WANYUAN;CHINA NATL ENERGY INVEST GROUP;300;2007;COAL;Wanyuan County - Dazhou Prefecture;Sichuan;CHINA;NA;NA;
WEIFANG 1;WEIFANG;CHINA HUADIAN GROUP CORP;330;1993;COAL;Weifang City;Shandong;CHINA;17024;1;
WEIFANG 2;WEIFANG;CHINA HUADIAN GROUP CORP;330;1994;COAL;Weifang City;Shandong;CHINA;17024;2;
WEIFANG 3;WEIFANG;CHINA HUADIAN GROUP CORP;670;2006;COAL;Weifang City;Shandong;CHINA;17024;3;
WEIFANG 4;WEIFANG;CHINA HUADIAN GROUP CORP;670;2007;COAL;Weifang City;Shandong;CHINA;17024;4;
WEIFANG 5;WEIFANG;CHINA HUADIAN GROUP CORP;1000;NA;COAL;Weifang City;Shandong;CHINA;NA;NA;
WEIFANG 6;WEIFANG;CHINA HUADIAN GROUP CORP;1000;NA;COAL;Weifang City;Shandong;CHINA;NA;NA;
WEIFANG HUIYUAN;WEIFANG HUIYUAN;WEIFANG HUIYUAN INDUSTRY CO;10;NA;COAL;Changle County - Weifang City;Shandong;CHINA;NA;NA;
WEIHAI-1 NO 1;WEIHAI;HUANENG SHANDONG POWER CO LTD;125;1993;COAL;Weihai City;Shandong;CHINA;NA;NA;
WEIHAI-1 NO 2;WEIHAI;HUANENG SHANDONG POWER CO LTD;125;1994;COAL;Weihai City;Shandong;CHINA;NA;NA;
WEIHAI-2 NO 1;WEIHAI;HUANENG SHANDONG POWER CO LTD;320;1998;COAL;Weihai City;Shandong;CHINA;17025;3;assumption based on correct numbering of later units
WEIHAI-2 NO 2;WEIHAI;HUANENG SHANDONG POWER CO LTD;320;1998;COAL;Weihai City;Shandong;CHINA;17025;4;assumption based on correct numbering of later units
WEIHAI-3 NO 1;WEIHAI;HUANENG SHANDONG POWER CO LTD;660;2010;COAL;Weihai City;Shandong;CHINA;17025;5;
WEIHAI-3 NO 2;WEIHAI;HUANENG SHANDONG POWER CO LTD;660;2010;COAL;Weihai City;Shandong;CHINA;17025;6;
WEIHULIANG 1;WEIHULIANG;CHINA HUADIAN GROUP CORP;125;1998;COAL;Shuimogou Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
WEIHULIANG 2;WEIHULIANG;CHINA HUADIAN GROUP CORP;125;2000;COAL;Shuimogou Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
WEIHULIANG 3;WEIHULIANG;CHINA HUADIAN GROUP CORP;300;NA;COAL;Shuimogou Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
WEIHULIANG 4;WEIHULIANG;CHINA HUADIAN GROUP CORP;300;NA;COAL;Shuimogou Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
WEIJIAMAO 1;WEIJIAMAO;NORTH UNITED POWER CO LTD;660;2017;COAL;Zhungeer Qi - Ordos City;Inner Mongolia;CHINA;NA;NA;
WEIJIAMAO 2;WEIJIAMAO;NORTH UNITED POWER CO LTD;660;2017;COAL;Zhungeer Qi - Ordos City;Inner Mongolia;CHINA;NA;NA;
WEIJIAMAO 3;WEIJIAMAO;NORTH UNITED POWER CO LTD;660;NA;COAL;Zhungeer Qi - Ordos City;Inner Mongolia;CHINA;NA;NA;
WEIJIAMAO 4;WEIJIAMAO;NORTH UNITED POWER CO LTD;660;NA;COAL;Zhungeer Qi - Ordos City;Inner Mongolia;CHINA;NA;NA;
WEINAN FACTORY 1;WEINAN FACTORY;WEIHE FERTILIZER CO;50;1995;COAL;Weinan City;Shaanxi;CHINA;NA;NA;
WEINAN FACTORY 2;WEINAN FACTORY;WEIHE FERTILIZER CO;50;1996;COAL;Weinan City;Shaanxi;CHINA;NA;NA;
WEIQIAO BINZHOU HEATING 1;WEIQIAO BINZHOU HEATING;WEIQIAO GROUP;330;2012;COAL;Zouping County - Binzhou City;Shandong;CHINA;NA;NA;
WEIQIAO BINZHOU HEATING 2;WEIQIAO BINZHOU HEATING;WEIQIAO GROUP;330;2012;COAL;Zouping County - Binzhou City;Shandong;CHINA;NA;NA;
WEIQIAO BINZHOU HEATING 3;WEIQIAO BINZHOU HEATING;WEIQIAO GROUP;330;2013;COAL;Zouping County - Binzhou City;Shandong;CHINA;NA;NA;
WEIQIAO BINZHOU HEATING 4;WEIQIAO BINZHOU HEATING;WEIQIAO GROUP;330;2013;COAL;Zouping County - Binzhou City;Shandong;CHINA;NA;NA;
WEIQIAO TEXTILE 1-3;WEIQIAO TEXTILE;WEIQIAO TEXTILE;300;1999;COAL;Zouping County - Binzhou City;Shandong;CHINA;NA;NA;
WEIQIAO TEXTILE 4;WEIQIAO TEXTILE;WEIQIAO TEXTILE;120;2005;COAL;Zouping County - Binzhou City;Shandong;CHINA;NA;NA;
WEIQIAO ZHANHUA 1;WEIQIAO ZHANHUA;SHANDONG WEIQIAO PIONEERING CO;330;2015;COAL;Zouping County - Binzhou City;Shandong;CHINA;NA;NA;
WEIQIAO ZHANHUA 2;WEIQIAO ZHANHUA;SHANDONG WEIQIAO PIONEERING CO;330;2015;COAL;Zouping County - Binzhou City;Shandong;CHINA;NA;NA;
WEIQIAO ZHANHUA 3;WEIQIAO ZHANHUA;SHANDONG WEIQIAO PIONEERING CO;330;2017;COAL;Zouping County - Binzhou City;Shandong;CHINA;NA;NA;
WEIQIAO ZHANHUA 4;WEIQIAO ZHANHUA;SHANDONG WEIQIAO PIONEERING CO;330;2017;COAL;Zouping County - Binzhou City;Shandong;CHINA;NA;NA;
WEISHANHU YANSHANHU 1;WEISHANHU YANSHANHU;CHINA POWER INVESTMENT CORP;600;2012;COAL;Longcheng Dist - Chaoyang City;Liaoning;CHINA;NA;NA;
WEISHANHU YANSHANHU 2;WEISHANHU YANSHANHU;CHINA POWER INVESTMENT CORP;600;2011;COAL;Longcheng Dist - Chaoyang City;Liaoning;CHINA;NA;NA;
WEISHANHU YANSHANHU 3;WEISHANHU YANSHANHU;CHINA POWER INVESTMENT CORP;1000;NA;COAL;Longcheng Dist - Chaoyang City;Liaoning;CHINA;NA;NA;
WEISHANHU YANSHANHU 4;WEISHANHU YANSHANHU;CHINA POWER INVESTMENT CORP;1000;NA;COAL;Longcheng Dist - Chaoyang City;Liaoning;CHINA;NA;NA;
WEISHANHU YANSHANHU 5;WEISHANHU YANSHANHU;CHINA POWER INVESTMENT CORP;1000;NA;COAL;Longcheng Dist - Chaoyang City;Liaoning;CHINA;NA;NA;
WEISHANHU YANSHANHU 6;WEISHANHU YANSHANHU;CHINA POWER INVESTMENT CORP;1000;NA;COAL;Longcheng Dist - Chaoyang City;Liaoning;CHINA;NA;NA;
WEIXING 1;WEIXING;GUANGDONG YUDEAN TASHI ENERGY;600;2012;COAL;Weixing County - Zhaotong City;Yunnan;CHINA;NA;NA;
WEIXING 2;WEIXING;GUANGDONG YUDEAN TASHI ENERGY;600;2012;COAL;Weixing County - Zhaotong City;Yunnan;CHINA;NA;NA;
WENZHOU RUI'AN 1;WENZHOU RUI'AN;RU'IAN CITY POWER DEVELOPMENT;50;1996;COAL;Rui'an  County - Wenzhou City;Zhejiang;CHINA;NA;NA;
WISCO ELECTRIC 1;WISCO ELECTRIC;CHINA BAOWU STEEL GROUP CORP;200;1998;COAL;Qingshan Dist - Wuhan City;Hubei;CHINA;NA;NA;
WISCO ELECTRIC 2;WISCO ELECTRIC;CHINA BAOWU STEEL GROUP CORP;200;1998;COAL;Qingshan Dist - Wuhan City;Hubei;CHINA;NA;NA;
WU'AN PEAK PACIFIC 1;WU'AN PEAK PACIFIC;PEAK PACIFIC INVESTMENT CO;6;1997;COAL;Wu'an City;Hebei;CHINA;NA;NA;
WU'AN PEAK PACIFIC 2;WU'AN PEAK PACIFIC;PEAK PACIFIC INVESTMENT CO;6;1997;COAL;Wu'an City;Hebei;CHINA;NA;NA;
WU'AN PEAK PACIFIC 3;WU'AN PEAK PACIFIC;PEAK PACIFIC INVESTMENT CO;12;1997;COAL;Wu'an City;Hebei;CHINA;NA;NA;
WUCAIWAN DONGMING 1;WUCAIWAN DONGMING;XINJIANG EAST HOPE DONGMING;220;2015;COAL;Jimsar County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUCAIWAN DONGMING 2;WUCAIWAN DONGMING;XINJIANG EAST HOPE DONGMING;220;2015;COAL;Jimsar County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUCAIWAN EAST HOPE 01;WUCAIWAN EAST HOPE;XINJIANG NONFERROUS METALS CO;350;2013;COAL;Jimsar County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUCAIWAN EAST HOPE 02;WUCAIWAN EAST HOPE;XINJIANG NONFERROUS METALS CO;350;2014;COAL;Jimsar County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUCAIWAN EAST HOPE 03;WUCAIWAN EAST HOPE;XINJIANG NONFERROUS METALS CO;350;2014;COAL;Jimsar County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
