UNIT;PLANT;COMPANY;MW;YEAR;FUEL;CITY;STATE;COUNTRY;CEC_PLANT_CODE;CEC_UNIT_CODE;COMMENT
WUCAIWAN EAST HOPE 04;WUCAIWAN EAST HOPE;XINJIANG NONFERROUS METALS CO;350;2014;COAL;Jimsar County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUCAIWAN EAST HOPE 05;WUCAIWAN EAST HOPE;XINJIANG NONFERROUS METALS CO;350;NA;COAL;Jimsar County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUCAIWAN EAST HOPE 06;WUCAIWAN EAST HOPE;XINJIANG NONFERROUS METALS CO;350;2016;COAL;Jimsar County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUCAIWAN EAST HOPE 07;WUCAIWAN EAST HOPE;XINJIANG NONFERROUS METALS CO;350;2016;COAL;Jimsar County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUCAIWAN EAST HOPE 08;WUCAIWAN EAST HOPE;XINJIANG NONFERROUS METALS CO;350;2016;COAL;Jimsar County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUCAIWAN EAST HOPE 09;WUCAIWAN EAST HOPE;XINJIANG NONFERROUS METALS CO;350;2016;COAL;Jimsar County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUCAIWAN EAST HOPE 10;WUCAIWAN EAST HOPE;XINJIANG NONFERROUS METALS CO;350;NA;COAL;Jimsar County - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUCHANG 0;WUCHANG;CHINA HUADIAN GROUP CORP;3;NA;COAL;Wuchang Dist - Wuhan City;Hubei;CHINA;NA;NA;
WUCHANG 2;WUCHANG;CHINA HUADIAN GROUP CORP;12;NA;COAL;Wuchang Dist - Wuhan City;Hubei;CHINA;NA;NA;
WUCHANG 3;WUCHANG;CHINA HUADIAN GROUP CORP;12;NA;COAL;Wuchang Dist - Wuhan City;Hubei;CHINA;NA;NA;
WUCHANG 4;WUCHANG;CHINA HUADIAN GROUP CORP;25;NA;COAL;Wuchang Dist - Wuhan City;Hubei;CHINA;NA;NA;
WUDA-1 NO 1;WUDA;WUHAI CITY;6;NA;COAL;Wuda Dist - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUDA-1 NO 2;WUDA;WUHAI CITY;6;NA;COAL;Wuda Dist - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUDA-1 NO 3;WUDA;WUHAI CITY;25;NA;COAL;Wuda Dist - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUDA-1 NO 4;WUDA;WUHAI CITY;25;NA;COAL;Wuda Dist - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUDA-1 NO 5;WUDA;WUHAI CITY;25;NA;COAL;Wuda Dist - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUDA-1 NO 6;WUDA;WUHAI CITY;25;NA;COAL;Wuda Dist - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUDA-2 NO 1;WUDA;WUHAI CITY;50;NA;COAL;Wuda Dist - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUDA-2 NO 2;WUDA;WUHAI CITY;50;NA;COAL;Wuda Dist - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUGANG 1;WUGANG;WUYANG IRON AND STEEL CO LTD;200;1997;COAL;Wugang City;Henan;CHINA;NA;NA;
WUGANG 2;WUGANG;WUYANG IRON AND STEEL CO LTD;200;1999;COAL;Wugang City;Henan;CHINA;NA;NA;
WUHAI HAIBOWAN 1;WUHAI HAIBOWAN;NORTH UNITED POWER CO LTD;100;NA;COAL;Haibowan Dist - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUHAI HAIBOWAN 2;WUHAI HAIBOWAN;NORTH UNITED POWER CO LTD;100;NA;COAL;Haibowan Dist - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUHAI HAIBOWAN 3;WUHAI HAIBOWAN;NORTH UNITED POWER CO LTD;200;2005;COAL;Haibowan Dist - Wuhai City;Inner Mongolia;CHINA;15012;3;
WUHAI HAIBOWAN 4;WUHAI HAIBOWAN;NORTH UNITED POWER CO LTD;200;2005;COAL;Haibowan Dist - Wuhai City;Inner Mongolia;CHINA;15012;4;
WUHAI HAIBOWAN 5;WUHAI HAIBOWAN;NORTH UNITED POWER CO LTD;330;2014;COAL;Haibowan Dist - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUHAI HAIBOWAN 6;WUHAI HAIBOWAN;NORTH UNITED POWER CO LTD;330;2014;COAL;Haibowan Dist - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUHAI HAINAN 1;WUHAI HAINAN;NORTH UNITED POWER CO LTD;100;1994;COAL;Hainan District - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUHAI HAINAN 2;WUHAI HAINAN;NORTH UNITED POWER CO LTD;100;1994;COAL;Hainan District - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUHAI HAINAN 3;WUHAI HAINAN;NORTH UNITED POWER CO LTD;330;2006;COAL;Hainan District - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUHAI HAINAN 4;WUHAI HAINAN;NORTH UNITED POWER CO LTD;330;2006;COAL;Hainan District - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUHAI THERMAL 1;WUHAI THERMAL;NORTH UNITED POWER CO LTD;12;NA;COAL;Haibowan District - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUHAI THERMAL 2;WUHAI THERMAL;NORTH UNITED POWER CO LTD;12;NA;COAL;Haibowan District - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUHAN AES 1;WUHAN AES;AES CORP CHINA;600;NA;COAL;Wuhan City;Hubei;CHINA;NA;NA;
WUHAN AES 2;WUHAN AES;AES CORP CHINA;600;NA;COAL;Wuhan City;Hubei;CHINA;NA;NA;
WUHAN ETHYLENE 1;WUHAN ETHYLENE;CHINA PETROCHEM CORP (SINOPEC);80;2012;COAL;Wuhan City;Hubei;CHINA;NA;NA;
WUHAN ETHYLENE 2;WUHAN ETHYLENE;CHINA PETROCHEM CORP (SINOPEC);80;2012;COAL;Wuhan City;Hubei;CHINA;NA;NA;
WUHAN ETHYLENE 3;WUHAN ETHYLENE;CHINA PETROCHEM CORP (SINOPEC);80;2012;COAL;Wuhan City;Hubei;CHINA;NA;NA;
WUHAN GAOXIN 1;WUHAN GAOXIN;WUHAN HIGH-TECH THERMOELEC CO;25;2000;COAL;Wuchang Dist - Wuhan City;Hubei;CHINA;NA;NA;
WUHAN GAOXIN 2;WUHAN GAOXIN;WUHAN HIGH-TECH THERMOELEC CO;25;2000;COAL;Wuchang Dist - Wuhan City;Hubei;CHINA;NA;NA;
WUHAN GEDIAN;WUHAN GEDIAN;WUHAN GEDIAN CHEMICAL CORP;49;NA;COAL;Wuhan City;Hubei;CHINA;NA;NA;
WUHAN QINGSHAN 0;WUHAN QINGSHAN;WUHAN QINGSHAN NANMU POWER CO;12;NA;COAL;Wuhan City;;CHINA;NA;NA;
WUHAN QINGSHAN 7B;WUHAN QINGSHAN;WUHAN QINGSHAN NANMU POWER CO;12;NA;COAL;Wuhan City;;CHINA;NA;NA;
WUHAN STEEL LANXIANG 1;WUHAN STEEL LANXIANG;WUHAN LANXIANG POWER ENV TECH;50;2007;COAL;Wuhan City;Hubei;CHINA;NA;NA;
WUHAN STEEL LANXIANG 2;WUHAN STEEL LANXIANG;WUHAN LANXIANG POWER ENV TECH;50;2007;COAL;Wuhan City;Hubei;CHINA;NA;NA;
WUHU ZHAODA 1;WUHU ZHAODA;CHINA POWER INVESTMENT CORP;125;1996;COAL;Wuhu City;Anhui;CHINA;NA;NA;
WUHU ZHAODA 2;WUHU ZHAODA;CHINA POWER INVESTMENT CORP;125;1997;COAL;Wuhu City;Anhui;CHINA;NA;NA;
WUHU ZHONGDIAN 1;WUHU ZHONGDIAN;CHINA POWER INVESTMENT CORP;125;1991;COAL;Jiujiang Dist - Wuhu City;Anhui;CHINA;NA;NA;
WUHU ZHONGDIAN 2;WUHU ZHONGDIAN;CHINA POWER INVESTMENT CORP;125;1992;COAL;Jiujiang Dist - Wuhu City;Anhui;CHINA;NA;NA;
WUHU ZHONGDIAN 3;WUHU ZHONGDIAN;CHINA POWER INVESTMENT CORP;125;1993;COAL;Jiujiang Dist - Wuhu City;Anhui;CHINA;NA;NA;
WUHU ZHONGDIAN 4;WUHU ZHONGDIAN;CHINA POWER INVESTMENT CORP;125;1994;COAL;Jiujiang Dist - Wuhu City;Anhui;CHINA;NA;NA;
WUHU ZHONGDIAN 5;WUHU ZHONGDIAN;CHINA POWER INVESTMENT CORP;660;2010;COAL;Jiujiang Dist - Wuhu City;Anhui;CHINA;NA;NA;
WUHU ZHONGDIAN 6;WUHU ZHONGDIAN;CHINA POWER INVESTMENT CORP;660;2011;COAL;Jiujiang Dist - Wuhu City;Anhui;CHINA;NA;NA;
WUHU-1 NO 1;WUHU-1;ANHUI ELECTRIC POWER CO;6;NA;COAL;Wuhu City;Anhui;CHINA;NA;NA;
WUHU-1 NO 2;WUHU-1;ANHUI ELECTRIC POWER CO;6;NA;COAL;Wuhu City;Anhui;CHINA;NA;NA;
WUHU-1 NO 3;WUHU-1;ANHUI ELECTRIC POWER CO;12;NA;COAL;Wuhu City;Anhui;CHINA;NA;NA;
WUHU-1 NO 4;WUHU-1;ANHUI ELECTRIC POWER CO;12;NA;COAL;Wuhu City;Anhui;CHINA;NA;NA;
WUHU-1 NO 5;WUHU-1;ANHUI ELECTRIC POWER CO;12;NA;COAL;Wuhu City;Anhui;CHINA;NA;NA;
WUHU-1 NO 6;WUHU-1;ANHUI ELECTRIC POWER CO;12;NA;COAL;Wuhu City;Anhui;CHINA;NA;NA;
WUJIAQU-1 NO 1;WUJIAQU;XINJIANG NONGLIUSHI COAL ELEC;360;2011;COAL;Wujiaqu City - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUJIAQU-1 NO 2;WUJIAQU;XINJIANG NONGLIUSHI COAL ELEC;360;2011;COAL;Wujiaqu City - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUJIAQU-1 NO 3;WUJIAQU;XINJIANG NONGLIUSHI COAL ELEC;360;2011;COAL;Wujiaqu City - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUJIAQU-1 NO 4;WUJIAQU;XINJIANG NONGLIUSHI COAL ELEC;360;2011;COAL;Wujiaqu City - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUJIAQU-2 NO 1;WUJIAQU;XINJIANG NONGLIUSHI COAL ELEC;1100;2014;COAL;Wujiaqu City - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUJIAQU-2 NO 2;WUJIAQU;XINJIANG NONGLIUSHI COAL ELEC;1100;2015;COAL;Wujiaqu City - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUJIAQU-2 NO 3;WUJIAQU;XINJIANG NONGLIUSHI COAL ELEC;1100;NA;COAL;Wujiaqu City - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUJIAQU-2 NO 4;WUJIAQU;XINJIANG NONGLIUSHI COAL ELEC;1100;NA;COAL;Wujiaqu City - Changji Hui AP;Xinjiang;CHINA;NA;NA;
WUJING-1 NO 01;WUJING-1;SPIC SHANGHAI ELEC POWER CO;25;1958;COAL;Wujing - Minhang Dist;Shanghai;CHINA;NA;NA;
WUJING-1 NO 02;WUJING-1;SPIC SHANGHAI ELEC POWER CO;25;1958;COAL;Wujing - Minhang Dist;Shanghai;CHINA;NA;NA;
WUJING-1 NO 03;WUJING-1;SPIC SHANGHAI ELEC POWER CO;50;1967;COAL;Wujing - Minhang Dist;Shanghai;CHINA;NA;NA;
WUJING-1 NO 04;WUJING-1;SPIC SHANGHAI ELEC POWER CO;100;NA;COAL;Wujing - Minhang Dist;Shanghai;CHINA;NA;NA;
WUJING-1 NO 05;WUJING-1;SPIC SHANGHAI ELEC POWER CO;125;1968;COAL;Wujing - Minhang Dist;Shanghai;CHINA;NA;NA;
WUJING-1 NO 06;WUJING-1;SPIC SHANGHAI ELEC POWER CO;300;1991;COAL;Wujing - Minhang Dist;Shanghai;CHINA;35004;11;
WUJING-1 NO 07;WUJING-1;SPIC SHANGHAI ELEC POWER CO;300;1992;COAL;Wujing - Minhang Dist;Shanghai;CHINA;35004;12;
WUJING-1 NO 7R;WUJING-1;SPIC SHANGHAI ELEC POWER CO;300;2009;COAL;Wujing - Minhang Dist;Shanghai;CHINA;NA;NA;
WUJING-1 NO 8R;WUJING-1;SPIC SHANGHAI ELEC POWER CO;300;2009;COAL;Wujing - Minhang Dist;Shanghai;CHINA;NA;NA;
WUJING-2 NO 1;WUJING-2;SHENERGY (GROUP) CO LTD;600;2000;COAL;Wujing;Shanghai;CHINA;35016;1;
WUJING-2 NO 2;WUJING-2;SHENERGY (GROUP) CO LTD;600;2001;COAL;Wujing;Shanghai;CHINA;35016;2;
WULANCHABU YINGHE 1;WULANCHABU YINGHE;WULANCHABU YINGHE POWER PROJ;350;NA;COAL;Wulanchabu City;Inner Mongolia;CHINA;NA;NA;
WULANCHABU YINGHE 2;WULANCHABU YINGHE;WULANCHABU YINGHE POWER PROJ;350;NA;COAL;Wulanchabu City;Inner Mongolia;CHINA;NA;NA;
WULASHAN 1;WULASHAN;NORTH UNITED POWER CO LTD;75;1975;COAL;Wulate Qian Qi - Bayannur City;Inner Mongolia;CHINA;NA;NA;
WULASHAN 2;WULASHAN;NORTH UNITED POWER CO LTD;75;1975;COAL;Wulate Qian Qi - Bayannur City;Inner Mongolia;CHINA;NA;NA;
WULASHAN 3;WULASHAN;NORTH UNITED POWER CO LTD;100;1987;COAL;Wulate Qian Qi - Bayannur City;Inner Mongolia;CHINA;NA;NA;
WULASHAN 4;WULASHAN;NORTH UNITED POWER CO LTD;300;2006;COAL;Wulate Qian Qi - Bayannur City;Inner Mongolia;CHINA;NA;NA;
WULASHAN 5;WULASHAN;NORTH UNITED POWER CO LTD;300;2006;COAL;Wulate Qian Qi - Bayannur City;Inner Mongolia;CHINA;NA;NA;
WULASHAN 6;WULASHAN;NORTH UNITED POWER CO LTD;600;NA;COAL;Wulate Qian Qi - Bayannur City;Inner Mongolia;CHINA;NA;NA;
WULASHAN 7;WULASHAN;NORTH UNITED POWER CO LTD;600;NA;COAL;Wulate Qian Qi - Bayannur City;Inner Mongolia;CHINA;NA;NA;
WUSHASHAN 1;WUSHASHAN;DATANG INTL POWER GEN CO;600;2006;COAL;Xiangshan County - Ningbo City;Zhejiang;CHINA;33018;1;
WUSHASHAN 2;WUSHASHAN;DATANG INTL POWER GEN CO;600;2006;COAL;Xiangshan County - Ningbo City;Zhejiang;CHINA;33018;2;
WUSHASHAN 3;WUSHASHAN;DATANG INTL POWER GEN CO;600;2006;COAL;Xiangshan County - Ningbo City;Zhejiang;CHINA;33018;3;
WUSHASHAN 4;WUSHASHAN;DATANG INTL POWER GEN CO;600;2006;COAL;Xiangshan County - Ningbo City;Zhejiang;CHINA;33018;4;
WUSITAI 1;WUSITAI;INNER MONGOLIA ENERGY INV CO;300;2008;COAL;Wuda Dist - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUSITAI 2;WUSITAI;INNER MONGOLIA ENERGY INV CO;300;2010;COAL;Wuda Dist - Wuhai City;Inner Mongolia;CHINA;NA;NA;
WUSOUTUN;WUSOUTUN;WUSUOTUN SHENGJIAN COAL MINE;55;NA;COAL;;Shandong;CHINA;NA;NA;
WUSU 1;WUSU;CHINA POWER INVESTMENT CORP;300;2011;COAL;Tacheng City - Ili Kazakh AP;Xinjiang;CHINA;65033;1;
WUSU 2;WUSU;CHINA POWER INVESTMENT CORP;300;2011;COAL;Tacheng City - Ili Kazakh AP;Xinjiang;CHINA;65033;2;
WUSU 3;WUSU;CHINA POWER INVESTMENT CORP;300;NA;COAL;Tacheng City - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
WUSU 4;WUSU;CHINA POWER INVESTMENT CORP;300;NA;COAL;Tacheng City - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
WUTONGQIAO 1;WUTONGQIAO;CHINA HUADIAN GROUP CORP;50;NA;COAL;Wutongqiao Dist - Leshan City;Sichuan;CHINA;NA;NA;
WUTONGQIAO 2;WUTONGQIAO;CHINA HUADIAN GROUP CORP;50;NA;COAL;Wutongqiao Dist - Leshan City;Sichuan;CHINA;NA;NA;
WUWEI COGEN 1;WUWEI COGEN;GANSU PROV POW INV GROUP CO;350;2017;COAL;Liangzhou Dist - Wuwei City;Gansu;CHINA;NA;NA;
WUWEI COGEN 2;WUWEI COGEN;GANSU PROV POW INV GROUP CO;350;2017;COAL;Liangzhou Dist - Wuwei City;Gansu;CHINA;NA;NA;
WUXI UNION 1;WUXI UNION;JIANGSU GUOXIN UNION ENERGY CO;15;1994;COAL;Wuxi City;Jiangsu;CHINA;NA;NA;
WUXI UNION 2;WUXI UNION;JIANGSU GUOXIN UNION ENERGY CO;15;1994;COAL;Wuxi City;Jiangsu;CHINA;NA;NA;
WUXI UNION 3;WUXI UNION;JIANGSU GUOXIN UNION ENERGY CO;12;1994;COAL;Wuxi City;Jiangsu;CHINA;NA;NA;
WUXI UNION 4;WUXI UNION;JIANGSU GUOXIN UNION ENERGY CO;35;NA;COAL;Wuxi City;Jiangsu;CHINA;NA;NA;
WUXI UNION 5;WUXI UNION;JIANGSU GUOXIN UNION ENERGY CO;35;NA;COAL;Wuxi City;Jiangsu;CHINA;NA;NA;
WUXIAN LEEKOU;WUXIAN LEEKOU;JIANGSU ELECTRIC POWER CORP;27;NA;COAL;;Jiangsu;CHINA;NA;NA;
WUXIANG 1;WUXIANG;SHANXI WUXIANG HEXIN POWER GEN;600;2006;COAL;Wuxiang County - Changzhi City;Shanxi;CHINA;NA;NA;
WUXIANG 2;WUXIANG;SHANXI WUXIANG HEXIN POWER GEN;600;2007;COAL;Wuxiang County - Changzhi City;Shanxi;CHINA;NA;NA;
WUYANG;WUYANG;LU'AN MINING INDUSTRY (GROUP);50;NA;COAL;Tunliu County - Changzhi City;Shanxi;CHINA;NA;NA;
WUZHONG 1;WUZHONG;CHINA NATL ENERGY INVEST GROUP;350;2014;COAL;Wuzhong City;Ningxia Hui;CHINA;NA;NA;
WUZHONG 2;WUZHONG;CHINA NATL ENERGY INVEST GROUP;350;2014;COAL;Wuzhong City;Ningxia Hui;CHINA;NA;NA;
XIAHUAYUAN 10;XIAHUAYUAN;DATANG INTL POWER GEN CO;100;1982;COAL;Zhangjiakou City;Hebei;CHINA;NA;NA;
XIAHUAYUAN 11;XIAHUAYUAN;DATANG INTL POWER GEN CO;100;1983;COAL;Zhangjiakou City;Hebei;CHINA;NA;NA;
XIAHUAYUAN 12;XIAHUAYUAN;DATANG INTL POWER GEN CO;200;1988;COAL;Zhangjiakou City;Hebei;CHINA;NA;NA;
XIAMEN SONGYU 1;XIAMEN SONGYU;SDIC HUAJING POWER HOLDINGS CO;300;1996;COAL;Haicang Dist - Xiamen City;Fujian;CHINA;37009;1;
XIAMEN SONGYU 2;XIAMEN SONGYU;SDIC HUAJING POWER HOLDINGS CO;300;1996;COAL;Haicang Dist - Xiamen City;Fujian;CHINA;37009;2;
XIAMEN SONGYU 3;XIAMEN SONGYU;SDIC HUAJING POWER HOLDINGS CO;300;2006;COAL;Haicang Dist - Xiamen City;Fujian;CHINA;37009;3;
XIAMEN SONGYU 4;XIAMEN SONGYU;SDIC HUAJING POWER HOLDINGS CO;300;2006;COAL;Haicang Dist - Xiamen City;Fujian;CHINA;37009;4;
XIAMEN XINLING-1 NO 1;XIAMEN XINLING;HUADIAN FUXIN ENERGY CORP LTD;6;1958;COAL;Xiamen City;Fujian;CHINA;NA;NA;
XIAMEN XINLING-1 NO 2;XIAMEN XINLING;HUADIAN FUXIN ENERGY CORP LTD;6;1958;COAL;Xiamen City;Fujian;CHINA;NA;NA;
XIAMEN XINLING-2 NO 1;XIAMEN XINLING;HUADIAN FUXIN ENERGY CORP LTD;25;1979;COAL;Xiamen City;Fujian;CHINA;NA;NA;
XIAMEN XINLING-2 NO 2;XIAMEN XINLING;HUADIAN FUXIN ENERGY CORP LTD;25;1980;COAL;Xiamen City;Fujian;CHINA;NA;NA;
XIAMEN XINLING-3 NO 1;XIAMEN XINLING;HUADIAN FUXIN ENERGY CORP LTD;46;2010;COAL;Xiamen City;Fujian;CHINA;NA;NA;
XIAMEN XINLING-3 NO 2;XIAMEN XINLING;HUADIAN FUXIN ENERGY CORP LTD;46;2010;COAL;Xiamen City;Fujian;CHINA;NA;NA;
XI'AN WEIYANG 1;XI'AN WEIYANG;CHINA NATL ENERGY INVEST GROUP;350;NA;COAL;Weiyang  Dist - Xi'an City;Shaanxi;CHINA;NA;NA;
XI'AN WEIYANG 2;XI'AN WEIYANG;CHINA NATL ENERGY INVEST GROUP;350;NA;COAL;Weiyang  Dist - Xi'an City;Shaanxi;CHINA;NA;NA;
XI'AN XIJIAO 1;XI'AN XIJIAO;XI'AN XIJIAO HEATING CO;50;2002;COAL;Xi'an City;Shaanxi;CHINA;NA;NA;
XI'AN XIJIAO 2;XI'AN XIJIAO;XI'AN XIJIAO HEATING CO;50;2003;COAL;Xi'an City;Shaanxi;CHINA;NA;NA;
XI'AN-1 NO 5;XI'AN-1;XI'AN POWER PLANT;12;NA;COAL;Xi'an City;Shaanxi;CHINA;NA;NA;
XI'AN-1 NO 6;XI'AN-1;XI'AN POWER PLANT;12;NA;COAL;Xi'an City;Shaanxi;CHINA;NA;NA;
XI'AN-1 NO 7;XI'AN-1;XI'AN POWER PLANT;50;NA;COAL;Xi'an City;Shaanxi;CHINA;NA;NA;
XI'AN-1 NO 8;XI'AN-1;XI'AN POWER PLANT;50;NA;COAL;Xi'an City;Shaanxi;CHINA;NA;NA;
XIANGFAN FACTORY 4;XIANGFAN FACTORY;DONGFENG AUTOMOBILE CO LTD;50;1995;COAL;Xiangfan City;Henan;CHINA;NA;NA;
XIANGFAN FACTORY 5;XIANGFAN FACTORY;DONGFENG AUTOMOBILE CO LTD;50;1995;COAL;Xiangfan City;Henan;CHINA;NA;NA;
XIANGFAN-1 NO 1;XIANGFAN;CHINA HUADIAN GROUP CORP;300;1998;COAL;Oumiao Town - Xiangfan City;Hubei;CHINA;42015;1;assumption based on correct numbering of later units
XIANGFAN-1 NO 2;XIANGFAN;CHINA HUADIAN GROUP CORP;300;1998;COAL;Oumiao Town - Xiangfan City;Hubei;CHINA;42015;2;assumption based on correct numbering of later units
XIANGFAN-1 NO 3;XIANGFAN;CHINA HUADIAN GROUP CORP;300;1999;COAL;Oumiao Town - Xiangfan City;Hubei;CHINA;42015;3;assumption based on correct numbering of later units
XIANGFAN-1 NO 4;XIANGFAN;CHINA HUADIAN GROUP CORP;300;1999;COAL;Oumiao Town - Xiangfan City;Hubei;CHINA;42015;4;assumption based on correct numbering of later units
XIANGFAN-2 NO 1;XIANGFAN;CHINA HUADIAN GROUP CORP;600;2006;COAL;Oumiao Town - Xiangfan City;Hubei;CHINA;42015;5;
XIANGFAN-2 NO 2;XIANGFAN;CHINA HUADIAN GROUP CORP;600;2006;COAL;Oumiao Town - Xiangfan City;Hubei;CHINA;42015;6;
XIANGTAN-1 NO 5;XIANGTAN;DATANG INTL POWER GEN CO;10;NA;COAL;Xiangtan City;Hunan;CHINA;NA;NA;
XIANGTAN-1 NO 6;XIANGTAN;DATANG INTL POWER GEN CO;10;NA;COAL;Xiangtan City;Hunan;CHINA;NA;NA;
XIANGTAN-1 NO 7;XIANGTAN;DATANG INTL POWER GEN CO;25;NA;COAL;Xiangtan City;Hunan;CHINA;NA;NA;
XIANGTAN-1 NO 8;XIANGTAN;DATANG INTL POWER GEN CO;25;NA;COAL;Xiangtan City;Hunan;CHINA;NA;NA;
XIANGTAN-1 NO 9;XIANGTAN;DATANG INTL POWER GEN CO;50;NA;COAL;Xiangtan City;Hunan;CHINA;NA;NA;
XIANGTAN-2 NO 1;XIANGTAN;DATANG INTL POWER GEN CO;300;1998;COAL;Xiangtan City;Hunan;CHINA;43012;1;assumption based on correct numbering of later units
XIANGTAN-2 NO 2;XIANGTAN;DATANG INTL POWER GEN CO;300;1998;COAL;Xiangtan City;Hunan;CHINA;43012;2;assumption based on correct numbering of later units
XIANGTAN-3 NO 1;XIANGTAN;DATANG INTL POWER GEN CO;600;2007;COAL;Xiangtan City;Hunan;CHINA;43012;3;
XIANGTAN-3 NO 2;XIANGTAN;DATANG INTL POWER GEN CO;600;2007;COAL;Xiangtan City;Hunan;CHINA;43012;4;
XIANYANG HEATING 1;XIANYANG HEATING;XIANYANG HEATING POWER DEV CO;25;NA;COAL;Xianyang City;Shaanxi;CHINA;NA;NA;
XIANYANG HEATING 2;XIANYANG HEATING;XIANYANG HEATING POWER DEV CO;25;NA;COAL;Xianyang City;Shaanxi;CHINA;NA;NA;
XIAOLONGTAN 1;XIAOLONGTAN;CHINA NATL ENERGY INVEST GROUP;100;1985;COAL;Kaiyuan County - Honghe Hani and Yi AP;Yunnan;CHINA;NA;NA;
XIAOLONGTAN 2;XIAOLONGTAN;CHINA NATL ENERGY INVEST GROUP;100;1992;COAL;Kaiyuan County - Honghe Hani and Yi AP;Yunnan;CHINA;NA;NA;
XIAOLONGTAN 3;XIAOLONGTAN;CHINA NATL ENERGY INVEST GROUP;100;1992;COAL;Kaiyuan County - Honghe Hani and Yi AP;Yunnan;CHINA;NA;NA;
XIAOLONGTAN 4;XIAOLONGTAN;CHINA NATL ENERGY INVEST GROUP;100;1992;COAL;Kaiyuan County - Honghe Hani and Yi AP;Yunnan;CHINA;NA;NA;
XIAOLONGTAN 5;XIAOLONGTAN;CHINA NATL ENERGY INVEST GROUP;100;1992;COAL;Kaiyuan County - Honghe Hani and Yi AP;Yunnan;CHINA;NA;NA;
XIAOLONGTAN 6;XIAOLONGTAN;CHINA NATL ENERGY INVEST GROUP;100;1992;COAL;Kaiyuan County - Honghe Hani and Yi AP;Yunnan;CHINA;NA;NA;
XIAOLONGTAN 7;XIAOLONGTAN;CHINA NATL ENERGY INVEST GROUP;300;2006;COAL;Kaiyuan County - Honghe Hani and Yi AP;Yunnan;CHINA;NA;NA;
XIAOLONGTAN 8;XIAOLONGTAN;CHINA NATL ENERGY INVEST GROUP;300;2008;COAL;Kaiyuan County - Honghe Hani and Yi AP;Yunnan;CHINA;NA;NA;
XIAOSHAN 1;XIAOSHAN;ZHEJIANG ZHENENG ELEC POW CO;130;1992;COAL;Xiaoshan District - Hangzhou City;Zhejiang;CHINA;NA;NA;
XIAOSHAN 2;XIAOSHAN;ZHEJIANG ZHENENG ELEC POW CO;130;1993;COAL;Xiaoshan District - Hangzhou City;Zhejiang;CHINA;NA;NA;
XIBAIPO 1;XIBAIPO;HEBEI CONSTR ENERGY INVEST CO;300;1993;COAL;Pingshan County - Huanbizhuang City;Hebei;CHINA;13011;1;
XIBAIPO 2;XIBAIPO;HEBEI CONSTR ENERGY INVEST CO;300;1994;COAL;Pingshan County - Huanbizhuang City;Hebei;CHINA;13011;2;
XIBAIPO 3;XIBAIPO;HEBEI CONSTR ENERGY INVEST CO;300;1998;COAL;Pingshan County - Huanbizhuang City;Hebei;CHINA;13011;3;
XIBAIPO 4;XIBAIPO;HEBEI CONSTR ENERGY INVEST CO;300;1998;COAL;Pingshan County - Huanbizhuang City;Hebei;CHINA;13011;4;
XIBAIPO 5;XIBAIPO;HEBEI CONSTR ENERGY INVEST CO;600;2006;COAL;Pingshan County - Huanbizhuang City;Hebei;CHINA;13011;5;
XIBAIPO 6;XIBAIPO;HEBEI CONSTR ENERGY INVEST CO;600;2006;COAL;Pingshan County - Huanbizhuang City;Hebei;CHINA;13011;6;
